sentence,roi,notoriete,obligation,source,sub_category
"In such cases, where commercial flights are unavailable and ground transportation is unsafe, UNHAS fills in the crucial gap.",0,0,1,UNHAS,
SHORTFALL)22 | SURPLUS,0,0,0,UNHAS,
Les enfants ayant des besoins spéciaux pourront bénéficier d'une attention plus personnalisée grâce à notre solution qui permettra aux éducateurs de mieux comprendre et répondre à leurs besoins individuels,0,1,0,Synthetic,Offre_de_petite_enfance
This comprehensive support ensures timely   assistance and efficient logistics in crisis zones globally.,1,0,1,UNHAS,
En mettant en place des stations de partage de voitures électriques nous encourageons les habitants à renoncer à posséder une voiture personnelle ce qui réduit l'encombrement des rues et les émissions de gaz à effet de serre,0,1,0,Synthetic,Simplification_de_la_mobilité
This is a kind of airlift in which goods (usually food) are dropped from the aircraft.,0,0,0,UNHAS,
Notre solution favorisera le développement de quartiers durables et écologiques offrant ainsi aux citoyens un environnement sain et respectueux de l'environnement pour vivre travailler et se divertir,0,1,0,Synthetic,Aménagement_urbain
"Incorporating environmental indicators in aircraft procurement processes: Under a new initiative, the WFP Aviation Service developed an environmental component for inclusion in procurement processes.",0,1,0,UNHAS,
Notre engagement en faveur du respect de la propriété intellectuelle se traduit par des mesures proactives pour prévenir et corriger toute violation potentielle des droits de propriété intellectuelle,0,0,1,Synthetic,Respect_de_la_propriété_intellectuelle
En incluant des stratégies de couverture dans la gestion de risque les entreprises peuvent se protéger contre les fluctuations du marché et garantir un retour sur investissement stable même en période d'incertitude économique,1,0,0,Synthetic,Gestion_de_risque
A turboprop-powered commuter airliner with a passenger capacity of 30 to 33.,0,0,0,UNHAS,
Nos produits et solutions sont conçus pour s'adapter facilement aux changements dans les obligations légales et réglementaires liées à Obligation ce qui vous permet de rester agile et proactif dans votre approche de la conformité,0,0,1,Synthetic,Obligation
It has a cruise speed of 420 knots   (780 km/h).,0,0,0,UNHAS,
Nos produits contribuent à réduire votre impact environnemental vous permettant ainsi de respecter les obligations légales en matière de développement durable,0,0,1,Synthetic,Respect_de_l'environnement_au_niveau_légal
Les entreprises du secteur des technologies ont amélioré la performance de leurs applications de 30% en utilisant ce produit ce qui leur a permis de fournir un service plus fiable et de fidéliser leurs clients,1,0,0,Synthetic,Amélioration_de_la_performance_
It's crucial to understand that   UNHAS doesn't aim to replace commercial aviation actors within the countries where it operates.,0,0,0,UNHAS,
En mettant en place des initiatives de nettoyage et d'embellissement des quartiers notre solution renforce le sentiment de fierté des citoyens locaux pour leur environnement et leur communauté,0,1,0,Synthetic,Valorisation_de_la_qualité_environnementale
destinations reached (26 regular | 7 ad hoc),0,0,0,UNHAS,
WFP-managed European Union  Humanitarian Aid Flight,0,0,0,UNHAS,
The E-GPUs are scheduled for delivery to UNHAS Afghanistan within the first quarter of 2024.,0,0,0,UNHAS,
This was through the installation of air navigation radar for the Haiti Civil Aviation authority (OFNAC) as well as training partners to enhance the crucial Airfield Focal Point network.,1,0,1,UNHAS,
En soutenant les initiatives de revitalisation urbaine et de développement communautaire notre solution favorise la création d'emplois dans des secteurs tels que la construction l'entretien des infrastructures et l'aménagement paysager,0,1,0,Synthetic,Réduction_du_chommage
RPAS) humanitarian cargo drone project in collaboration with the International Civil Aviation Organization (ICAO) and the International Air Transport Association (IATA).,0,1,0,UNHAS,
Grâce à nos solutions vous pouvez éviter tout risque de nonconformité et les conséquences juridiques qui en découlent,0,0,1,Synthetic,Remise_en_conformité_des_infrastructures_obsolètes
Grâce à notre solution les résidents peuvent recevoir des alertes en temps réel sur les accidents et les incidents sur la route ce qui les aide à prendre des décisions éclairées pour éviter les zones à problèmes,0,1,0,Synthetic,Fludification_de_la_mobilité
Grâce à notre système de notifications sur les événements locaux les citoyens peuvent être informés des activités culturelles sportives et sociales à proximité enrichissant ainsi leurs loisirs et leur vie sociale,0,1,0,Synthetic,dynamisme
En mettant en place cette solution nous avons amélioré notre capacité à gérer les pics de charge ce qui nous a permis de réduire les coûts liés à la soustraitance et d'augmenter notre rentabilité,1,0,0,Synthetic,Amélioration_de_la_capacité
Nous nous engageons à fournir des solutions qui permettent de mettre en conformité vos infrastructures obsolètes de manière efficace et durable,0,0,1,Synthetic,Remise_en_conformité_des_infrastructures_obsolètes
Mettre en avant les produits locaux et les artisans de la région lors des festivals pour soutenir l'économie locale et promouvoir le commerce équitable,0,1,0,Synthetic,Festivale
Notre solution de cartographie culturelle permet aux citoyens de repérer facilement les sites et les événements liés au patrimoine dans leur région encourageant ainsi la découverte et la participation à des activités locales,0,1,0,Synthetic,Valorisation_du_patrimoine_
Notre équipe juridique et de conformité s'assure que nos produits et solutions sont en conformité avec les lois et réglementations en matière de propriété intellectuelle dans tous les pays où nous opérons,0,0,1,Synthetic,Respect_de_la_propriété_intellectuelle
Grâce à cette solution les entreprises pourront automatiser certaines tâches liées à la gestion des ressources humaines ce qui réduira la charge de travail des gestionnaires,1,0,0,Synthetic,Economie_de_personelle
En offrant des programmes de mentorat pour les jeunes notre solution encourage les générations plus âgées à partager leur expertise et à créer des liens intergénérationnels solides au sein de la communauté,0,1,0,Synthetic,Cohésion_sociale
"In 2023, the Global Humanitarian Overview (GHO) assessed that approximately two-thirds of Yemen's population needed humanitarian aid20.",0,0,0,UNHAS,
En adoptant nos produits vous aurez accès à des informations actualisées sur l'évolution des réglementations en matière de maintien en conditions opérationnelles des équipements vous assurant ainsi de toujours rester en conformité,0,0,1,Synthetic,Maintien_en_conditions_opérationnelles_des_équipement
"Besides that, WFP Aviation also provides    dedicated bilateral services and ad hoc air transport such as airlifts and airdrops.",0,0,0,UNHAS,
En recyclant les déchets les entreprises peuvent réduire leur empreinte carbone ce qui peut se traduire par des économies sur les coûts liés à la réglementation environnementale et un retour sur investissement en termes d'image positive auprès des parties prenantes,1,0,0,Synthetic,Recyclage_des_déchets
En investissant dans cette stratégie de marketing nous avons pu accroître la visibilité de nos produits auprès d'investisseurs potentiels ce qui a conduit à une augmentation de nos fonds sous gestion,1,0,0,Synthetic,Investissement
Les commerces locaux bénéficieront d'une visibilité accrue grâce à notre solution ce qui contribuera à dynamiser l'économie locale,0,1,0,Synthetic,Lumonisité_sur_l'espace_public
Dash 8 (Q400 series),0,0,0,UNHAS,
"Improvised explosive devices have made travel more difficult,    particularly in the west of the country.",0,0,1,UNHAS,
Utilisation de la technologie de la maison intelligente pour automatiser les tâches domestiques et simplifier la vie quotidienne des résidents,0,1,0,Synthetic,Modernisation
"Following the recommenda- tions of the Quality Assurance Unit, the operation put in place flight  following in June, convened its Steer- ing committee meeting in October and carried out an aviation   emergency response plan (A-ERP) exercise at the end of December.",0,0,0,UNHAS,
La monétisation des données des ventes peut aider les commerçants à identifier les tendances du marché et à ajuster leur inventaire en conséquence réduisant ainsi les coûts liés à la surstockage ou à la rupture de stock,1,0,0,Synthetic,Monétisation_de_la_donnée
"In this context, UNHAS ensures access to people in need by operating regular and on-demand flights as well as medical and security evacuations when needed.",1,1,1,UNHAS,
En travaillant avec nous les clients peuvent être certains de respecter les obligations légales dans leur secteur d'activité réduisant ainsi tout risque de litige ou de sanction,0,0,1,Synthetic,Certifications
Une entreprise de fabrication a pu augmenter sa production de 20 % en mettant en œuvre cette solution ce qui a entraîné une augmentation du chiffre d'affaires et une réduction des coûts de maind'œuvre,1,0,0,Synthetic,Efficacité_accrue
En utilisant notre produit les résidents peuvent facilement trouver des offres spéciales pour des séjours dans des hôtels locaux ce qui leur permet de profiter de séjours de détente sans partir trop loin de chez eux,0,1,0,Synthetic,Offre_touristique
Nos initiatives de nettoyage et d'embellissement des quartiers améliorent l'esthétique des zones résidentielles créant ainsi un sentiment de fierté chez les habitants,0,1,0,Synthetic,Mise_en_valeur
Grâce à nos produits nos clients peuvent démontrer leur engagement envers le respect des droits de l'homme renforçant ainsi leur réputation et leur image de marque,0,0,1,Synthetic,Respects_du_droit_de_l'homme_au_sens_légale
Nos produits sont conformes aux normes de sécurité au travail les plus strictes vous garantissant ainsi une conformité totale avec les obligations légales en la matière,0,0,1,Synthetic,Sécurité_au_travail
Les propriétaires d'entreprise peuvent utiliser cette solution pour prendre des décisions éclairées sur les investissements futurs et les stratégies de croissance en se basant sur des analyses de rentabilité,1,0,0,Synthetic,Aide_à_la_décision
Notre solution de gestion des stocks permet aux entreprises de réduire les coûts liés à la gestion des stocks d'éviter les ruptures de stock et d'optimiser leur capital ce qui se traduit par des économies significatives sur le long terme,1,0,0,Synthetic,Les_bénéfices_potentielles_en_termes_de_gain_financier
Nos produits intègrent des fonctionnalités spécifiques pour assurer la conformité avec les normes de sécurité au travail vous offrant ainsi une tranquillité d'esprit juridique,0,0,1,Synthetic,Sécurité_au_travail
"Whether in Mauritania, Mali, Niger, or Chad, the planes and helicopters of the United Nations Humanitarian Air Service (UNHAS) managed by the World Food Programme (WFP) fly over conflict-affected zones in the Sahel while avoiding bumpy roads to reach remote areas with health and medical equipment, food, and humanitarian workers.",1,1,0,UNHAS,
"Top left photo: A WFP Aviation heavy-lift rotary-wing Mil Mi-26T being loaded with 12 tons of Super Cereal Plus (fortified food with vitamins and minerals) for a flight from Bor (Jonglei State) to Pibor (Greater Pibor Administrative Area), South Sudan.",0,0,0,UNHAS,
Grâce à notre équipement de loisir les résidents auront accès à des sentiers de randonnée et de vélo favorisant ainsi un mode de vie en plein air et la découverte de la nature environnante,0,1,0,Synthetic,Equipement_de_loisir
"With the onset of the  Sudan crisis in April 2023 and the cessation of food distribution in parts of Ethiopia, thousands of people returned to South Sudan, many of whom arrived in critically     underdeveloped areas.",0,0,0,UNHAS,
"In 2023, the AVSEC Unit, in conjunction with the Aviation Safety Unit, delivered AVSEC training courses to 1,392 persons including WFP staff, WFP contracted air operators, contractors, international and national NGOs, partners and national authorities.",0,0,1,UNHAS,
En encourageant la pratique du volontariat et du bénévolat nous contribuons à renforcer le sentiment d'appartenance des résidents à leur communauté et à favoriser un environnement solidaire et harmonieux,0,1,0,Synthetic,Image
Grâce à la mise en place d'une bibliothèque de modèles de contrats approuvés une entreprise a pu accéder plus rapidement à des accords standardisés ce qui a accéléré le processus de conclusion des contrats et réduit les coûts juridiques,1,0,0,Synthetic,Mieux_gérer_les_contrats
"Through support and vigilant monitoring from the service, 69 per cent of air operators",1,0,0,UNHAS,
"These challenges intensified the existing food insecurity crisis, resulting in 4.35 million people (44 per cent of the    population) in IPC Phase 3 (Crisis) and above.",0,0,0,UNHAS,
Les équipes de développement ont pu accélérer leurs cycles de développement de 25% en utilisant cette solution ce qui leur a permis de lancer leurs produits plus rapidement sur le marché,1,0,0,Synthetic,Amélioration_de_la_performance_
En utilisant cette solution d'optimisation de maintenance une entreprise a pu réduire ses coûts de réparation et de remplacement de matériel de 20 % ce qui a entraîné une augmentation significative du retour sur investissement,1,0,0,Synthetic,Optimisation_de_maintenance
"capacity helicopter (Boeing-Vertol 234LR “Chinook”) in Arbinda, a commune in the Province of Soum, in the Sahel Region of Burkina Faso.",0,0,0,UNHAS,
Nous travaillons en étroite collaboration avec des experts juridiques pour nous assurer que nos produits et solutions répondent aux exigences légales et réglementaires les plus strictes,0,0,1,Synthetic,Remise_en_conformité_des_infrastructures_obsolètes
Nos produits intègrent des mesures de sécurité avancées pour assurer la protection des données sensibles conformément aux réglementations en vigueur,0,0,1,Synthetic,Protection_de_données
Nos produits intègrent des technologies de pointe qui respectent les normes de propriété intellectuelle et garantissent une utilisation légale des ressources protégées,0,0,1,Synthetic,Respect_de_la_propriété_intellectuelle
Nos produits offrent des fonctionnalités intégrées qui facilitent la gestion et le suivi de la conformité légale permettant ainsi à nos clients de se concentrer sur leur activité principale en toute sérénité,0,0,1,Synthetic,Remise_en_conformité
Nous proposons des formations spécifiques à l'utilisation de nos produits permettant ainsi à votre personnel de respecter les normes de sécurité au travail et les règles juridiques en la matière,0,0,1,Synthetic,Sécurité_au_travail
Avec nos solutions nos clients peuvent être certains de respecter les lois et règlements en vigueur évitant ainsi tout risque de nonconformité et les sanctions qui en découlent,0,0,1,Synthetic,Remise_en_conformité
BNGRC Bureau National de Gestion des Risques et des Catastrophes CAA Civil Aviation Authority CAR Central African Republic CBPF Country-Based Pooled Funds CERF Central Emergency Response Fund CFM Centralized Funding Mechanism CONOPS Concept of Operations COVID-19 Coronavirus disease 2019 CSPs Country Strategic Plans DAMP Drug Alcohol Management      Programme DGs Dangerous Goods,0,0,0,UNHAS,
En utilisant notre solution les habitants peuvent trouver plus facilement des commerces locaux offrant des produits ou des services spécifiques ce qui simplifie leur vie quotidienne,0,1,0,Synthetic,Valorisation_des_commerces_locaux
Les aînés peuvent partager leurs histoires et leurs traditions avec les jeunes ce qui les connecte à leur passé et les aide à mieux comprendre leur héritage culturel,0,1,0,Synthetic,Inter-génerationnel
En favorisant la collaboration entre les commerçants locaux cette solution contribue à renforcer les partenariats commerciaux et à dynamiser l'économie locale,1,0,0,Synthetic,Stimulation_de_l'économie_locale
Les garderies locales pourront utiliser notre technologie pour améliorer la communication avec les parents en partageant des mises à jour en temps réel sur les activités et le bienêtre des enfants,0,1,0,Synthetic,Offre_de_petite_enfance
The maximum speed is 186 knots (344 km/h).,0,0,0,UNHAS,
Une entreprise de construction a utilisé des solutions de suivi des équipements de chantier pour minimiser les temps d'arrêt liés à des pannes mécaniques et assurer une disponibilité constante de ses machines ce qui a augmenté sa productivité et sa rentabilité,1,0,0,Synthetic,Disponibilité_des_equipements
"As of the beginning of November 2023, nearly 400,000 returnees had arrived South Sudan, with a further 420,000 anticipated in 2024.",0,0,0,UNHAS,
"This, alongside the parking extension allowed the   relocation of rotary-wing aircraft from Juba, improving overall cost    efficiency.",1,0,0,UNHAS,
"Challenges such as a lack of reliable transportation options, poor    infrastructure, and adverse road  conditions worsened by heavy rain make accessing key locations challeng- ing for humanitarian aid workers.",0,0,0,UNHAS,
Les citoyens peuvent utiliser notre plateforme pour trouver des informations sur les événements locaux tels que les festivals les concerts et les marchés publics,0,1,0,Synthetic,Accès_à_l'information
"The Centralized Funding Mechanism went operational in May 2023 and by December 2023, Germany, France, the Netherlands and Sweden had made contributions.",0,0,0,UNHAS,
En mettant en place des événements de sensibilisation et des campagnes de prévention nous aidons les résidents à prendre soin de leur santé et à adopter des comportements responsables,0,1,0,Synthetic,Image
Photo page 64: WFP/Hussam Al Saleh,0,0,0,UNHAS,
En se tournant vers des solutions de marketing digital notre entreprise a pu réduire ses dépenses publicitaires traditionnelles ce qui a augmenté notre retour sur investissement,1,0,0,Synthetic,Dimunition_d'investissement
Les familles à faible revenu pourront profiter de notre solution abordable pour accéder à des programmes éducatifs de qualité pour leurs enfants contribuant ainsi à réduire les inégalités sociales dès le plus jeune âge,0,1,0,Synthetic,Offre_de_petite_enfance
A Note of    Appreciation,0,0,0,UNHAS,
Offrir des abonnements de transports en commun à tarifs réduits aiderait les personnes à faible revenu à se déplacer plus facilement,0,1,0,Synthetic,Offre_de_mobilité
Approximately 1.2 million people are located in some 40 population   centres across seven regions cut off from the rest of the country2.,0,0,0,UNHAS,
Nous avons effectué des analyses rigoureuses pour nous assurer que nos produits se conforment aux obligations légales les plus récentes ce qui vous permet d'être toujours en avance sur les nouvelles exigences réglementaires,0,0,1,Synthetic,Obligation
Notre application de partage de vélos permet aux citoyens de rejoindre facilement les parcs et les sentiers de randonnée offrant ainsi une plus grande liberté de découvrir la nature,0,1,0,Synthetic,Liberté
Une société de services financiers peut utiliser la valorisation des données pour analyser les comportements des clients et personnaliser ses offres ce qui peut entraîner une augmentation du chiffre d'affaires et de la fidélisation des clients,1,0,0,Synthetic,Valorisation_des_données
"Heavy fighting that started in Khartoum, quickly spread to Darfur and the Kordofans and has had an impact on every state in the country.",1,0,0,UNHAS,
destinations reached (9 regular | 12 ad hoc),0,0,0,UNHAS,
L'optimisation de l'infrastructure réseau peut améliorer la productivité des employés en réduisant les temps d'arrêt et en améliorant la qualité de la connexion,1,0,0,Synthetic,Optimisation_de_l'infrastructure
"Having used aviation services in its operations for decades, WFP will continue to manage UNHAS,    leveraging its network of aviation organizations and specialists,   supporting national and regional aviation infrastructure, and    strengthening aviation safety and security standards.",0,0,1,UNHAS,
En utilisant la solution d'optimisation de la stratégie une entreprise de vente au détail a pu identifier les tendances de vente et ajuster ses stocks et ses promotions en conséquence ce qui a entraîné une augmentation des ventes et une réduction des pertes,1,0,0,Synthetic,Optimisation_de_la_stratégie
Photo page 19: WFP/Fatou Jammeh,0,0,0,UNHAS,
These populations remain highly dependent on humanitarian assistance given the severe disruption to their livelihoods.,0,0,0,UNHAS,
Les utilisateurs de notre solution peuvent trouver des cafés et des espaces de coworking pour travailler se détendre et socialiser avec d'autres membres de la communauté,0,1,0,Synthetic,Lieu_de_sortie
Des réparations et des mises à niveau rapides des réseaux de communication garantiront aux citoyens un accès constant à Internet ce qui est essentiel pour rester connecté travailler et accéder à des services en ligne,0,1,0,Synthetic,Fiabilité_des_infrastructures_urbaines
Notre système d'alerte précoce permet aux habitants de se préparer aux situations d'urgence telles que les tempêtes ou les incendies renforçant ainsi leur sentiment de sécurité,0,1,0,Synthetic,Sentiment_de_sécurité
UNHAS Annual Review 2023 An enabler of global     humanitarian connectivity,1,1,0,UNHAS,
Les adolescents peuvent partager leurs connaissances technologiques avec les aînés pour les aider à rester connectés avec leurs proches et à s'adapter aux nouvelles technologies,0,1,0,Synthetic,Inter-génerationnel
"In response to security challenges along the road connecting Dadaab and Garissa, flights were introduced at the end of March 2023 to facilitate seam- less humanitarian operations between these two locations.",1,1,1,UNHAS,
"Thanks to the generous contributions of donors, in 2023 UNHAS     transported over 388,000 passengers and 4,500 metric tons of light   humanitarian cargo, ensuring that humanitarian personnel from over 647 organizations could reach over 437 remote and hard-to-reach   destinations.",1,1,1,UNHAS,
Une entreprise de fabrication peut optimiser ses tarifs en utilisant la modélisation des prix pour tenir compte des fluctuations des coûts des matières premières ce qui peut améliorer sa rentabilité et sa planification financière,1,0,0,Synthetic,Modélisation_des_pricings
"This UAS has the potential to transport and airdrop 160 kg of humanitarian cargo by an unmanned aircraft, per delivery.",1,0,0,UNHAS,
En encourageant la collaboration avec des entreprises locales notre solution favorise la création de partenariats stratégiques qui génèrent des opportunités d'emploi pour les résidents,0,1,0,Synthetic,Réduction_du_chommage
En mettant en œuvre une solution de tri des déchets à la source les entreprises peuvent revendre les matériaux recyclables ce qui crée une nouvelle source de revenus et améliore le retour sur investissement,1,0,0,Synthetic,élimination_des_déchets_
Notre solution permet de gérer efficacement les consentements des utilisateurs assurant ainsi le respect des obligations légales liées à la collecte et à l'utilisation des données personnelles,0,0,1,Synthetic,Anonymisation_de_données
UNHAS has been operating since 2008 to cover vast distances enabling access to otherwise unreachable areas due to inadequate road infrastructure .,1,1,0,UNHAS,
Une entreprise de commerce en ligne souscrit à un contrat de performances avec un fournisseur de solutions de gestion des commandes garantissant une réduction de 40 % des erreurs d'expédition ce qui lui permet d'améliorer la satisfaction client et de réduire les coûts liés aux retours,1,0,0,Synthetic,Contrat_de_performances
Grâce à ce produit une entreprise de logistique a réussi à améliorer la visibilité de ses stocks ce qui lui a permis de mieux anticiper la demande et d'éviter les ruptures de stock coûteuses,1,0,0,Synthetic,Dimunition_de_stock
Nos produits offrent une opportunité unique pour nos clients de se conformer aux exigences légales en matière de bruit tout en bénéficiant de performances optimales,0,0,1,Synthetic,Respect_de_la_réglementation_sur_les_nuisances_sonorres
En choisissant nos produits nos clients peuvent avoir la certitude que leur entreprise est en conformité avec les normes légales en vigueur ce qui renforce leur réputation et leur crédibilité sur le marché,0,0,1,Synthetic,Remise_en_conformité
Traveling from Kalemie to   Nyunzu is complicated and dangerous due to poor road conditions and insecurity in the area.,0,0,1,UNHAS,
Une entreprise de logistique a optimisé ses itinéraires en utilisant la solution d'anticipation des risques pour éviter les retards causés par des accidents de la route ce qui a réduit les coûts de carburant et amélioré la ponctualité,1,0,0,Synthetic,Anticipation_des_risques
Grâce à notre expertise en matière de Respect des normes ATEX nous garantissons à nos clients une conformité totale à la réglementation en vigueur,0,0,1,Synthetic,Respect_des_normes_ATEX
"As of April 2023, Mali had roughly 392,000 internally displaced people.",0,0,0,UNHAS,
"Karishma Kaur | Deputy Chief of WFP Aviation, Services | karishma.kaur@wfp.org",0,0,0,UNHAS,
Les processus de fabrication ont été optimisés permettant ainsi aux entreprises de réduire leurs coûts de production de 15% tout en maintenant la qualité des produits,1,0,0,Synthetic,Amélioration_de_la_performance_
A decision to set up an air service is taken based on the following criteria:,0,0,0,UNHAS,
En centralisant la gestion des risques les entreprises peuvent améliorer leur visibilité sur l'ensemble de leurs activités et prendre des décisions plus éclairées pour maximiser leur retour sur investissement,1,0,0,Synthetic,Gestion_de_risque
Date | Brochure title,0,0,0,UNHAS,
"During the first quarter of 2023 and before the onset of the conflict, WFP  successfully provided a reliable, effective air transport service to humanitarian personnel and light cargo in Sudan.",1,0,0,UNHAS,
"UNHAS is exploring sustainable alternative air transport solutions, fleet diversification (especially of rotary-wing, the use of remotely piloted aircraft systems (RPAS) for cargo delivery into   inaccessible areas, new approaches to fleet and route optimization in connection with infrastructure   rehabilitation, and building coalitions in areas such as environmental  efficiency, gender diversity and   inclusion, flexible financing, and  digitalization.",1,1,0,UNHAS,
En investissant dans cette technologie nous avons pu améliorer notre suivi des performances de nos investissements ce qui nous a permis de prendre des décisions plus éclairées et d'obtenir de meilleurs rendements,1,0,0,Synthetic,Investissement
"The most recent drought, caused by 6 consecutive failed rainy seasons (2022-23) is considered the most severe in 40 years.",0,0,0,UNHAS,
Grâce à nos mesures de surveillance et de détection des menaces avancées nos clients peuvent être assurés de respecter les exigences légales en matière de détection et de notification des violations de données,0,0,1,Synthetic,Cybersécurité
En utilisant des solutions d'optimisation des flux de vente nous avons pu améliorer nos prévisions de vente réduire nos coûts de stockage et augmenter nos marges bénéficiaires,1,0,0,Synthetic,Optimisation_des_flux
Notre solution de visites guidées virtuelles permet aux résidents locaux de découvrir et d'explorer des sites culturels emblématiques de leur communauté tout en apprenant davantage sur leur histoire et leur importance,0,1,0,Synthetic,Culture
En utilisant ce produit une organisation a pu identifier les gisements de valeur dans sa relation avec les clients ce qui a permis d'adapter les stratégies de vente et de fidélisation pour maximiser le retour sur investissement,1,0,0,Synthetic,Identifier_les_gisement_de_valeurs
Cameroon 0.3M Madagascar 0.3M Mauritania 0.3M Niger 0.3M Chad 0.1M Mauritania 0.1M,0,0,0,UNHAS,
It also   encompassed a flight safety notifica- tion process for operations in high-risk zones within and bordering the no-fly zone to all concerned parties.,0,0,1,UNHAS,
Les habitants peuvent compter sur notre solution pour se rendre au travail à l'école ou à leurs activités quotidiennes de manière fiable et efficace contribuant ainsi à réduire le stress lié aux déplacements,0,1,0,Synthetic,Transport_en_commun
En réduisant la quantité de déchets alimentaires les entreprises peuvent non seulement réduire leurs coûts mais également améliorer leur image de marque en adoptant des pratiques durables,1,0,0,Synthetic,élimination_des_déchets_
Avec cette solution facile à mettre à jour nous avons pu éviter les coûts élevés liés à la maintenance et aux mises à jour fréquentes tout en garantissant que notre système restait performant,1,0,0,Synthetic,Facile_d'utilisation_
Mise en place de programmes de recyclage et de gestion des déchets pour encourager les résidents à adopter des pratiques respectueuses de l'environnement,0,1,0,Synthetic,Modernisation
"The aircraft are used in locations where airstrips are adversely affected by weather during the rainy season, thereby necessitating the use of agile air assets.",0,0,1,UNHAS,
"These factors impeded the timely and, in certain    instances, obstructed the delivery of critical life-saving assistance.",0,0,1,UNHAS,
En offrant un accès facilité à des services de santé de bienêtre et de soutien social notre solution aide les résidents à rester en bonne santé et à se sentir soutenus dans leur quotidien,0,1,0,Synthetic,Dynamisation_de_cœur_de_ville
Proposer des spectacles et des représentations artistiques mettant en lumière le talent local et offrant aux résidents l'occasion de découvrir de nouvelles formes d'expression artistique,0,1,0,Synthetic,Festivale
Grâce à notre système de validation des données anonymisées nous garantissons la conformité aux exigences légales en termes de qualité et d'intégrité des données anonymisées,0,0,1,Synthetic,Anonymisation_de_données
WFP-managed European Union Humanitarian Aid Flight .,0,0,0,UNHAS,
UNHAS | Annual Review 2023 58 Date | Brochure title,0,0,0,UNHAS,
Grâce à la mise en place de cette solution une usine a pu réduire ses temps d'arrêt non planifiés de 30 % ce qui a directement contribué à une augmentation de la productivité et du retour sur investissement,1,0,0,Synthetic,Optimisation_de_maintenance
En investissant dans cette solution les entreprises peuvent moderniser leurs infrastructures obsolètes ce qui se traduit par une amélioration de l'efficacité et un retour sur investissement à moyen terme,1,0,0,Synthetic,Optimiser_les_infrastructures
Grâce à notre technologie de pseudonymisation les données sensibles sont remplacées par des identifiants aléatoires respectant ainsi les principes de l'anonymisation des données imposés par la réglementation,0,0,1,Synthetic,Anonymisation_de_données
"South Sudan continues to face dire economic conditions marked by   institutional fragility, economic policy distortions, and limited     diversification.",0,0,0,UNHAS,
En utilisant ce produit une entreprise de fabrication a pu éliminer les coûts associés aux rebuts et aux déchets en mettant en place un processus de production plus efficace,1,0,0,Synthetic,éliminer_les_coûts_inutiles
En adoptant une approche de gestion des stocks justeàtemps les entreprises peuvent réduire les coûts de stockage et d'entreposage tout en minimisant les produits invendus et en maximisant les marges bénéficiaires,1,0,0,Synthetic,Retour_sur_investissement
The proposed air operation is approved as financially and operationally sustainable.,1,0,0,UNHAS,
En utilisant notre plateforme de covoiturage local les citoyens peuvent réduire leur empreinte carbone en favorisant le partage de trajets et en limitant l'utilisation de véhicules individuels,0,1,0,Synthetic,dynamisme
"Its capacity is 19 passengers/1,800 kg.",0,0,0,UNHAS,
UN DSRSG United Nations Deputy Special    Representative of the Secretary-General UNHAS United Nations Humanitarian Air Service UNHCR Office of the United Nations High   Commissioner for Refugees UNICEF United Nations Children’s Fund WFP World Food Programme,0,0,0,UNHAS,
En choisissant nos produits et solutions nos clients s'assurent de respecter les obligations légales en matière de prévention ce qui renforce leur crédibilité visàvis de leurs partenaires et clients,0,0,1,Synthetic,Prévention
"At the time of writing, the funding status of the 21 active UNHAS operations requires attention, as their resourcing   situation has reached a critical point.",0,0,1,UNHAS,
Afghanistan 0.6M Niger 0.5M,0,0,0,UNHAS,
Nous nous engageons à fournir un accompagnement et des conseils personnalisés pour aider nos clients à mettre en place et à maintenir des pratiques conformes aux obligations légales en matière de protection de la vie privée,0,0,1,Synthetic,Respect_de_la_vie_privée_au_sens_légal
"In view of the impending withdrawal of United Nations Organization   Stabilization Mission in DRC (MONUSCO), UNHAS' gap-filling   strategy is to take appropriate    proactive measures to ensure    continuity of operations.",1,0,1,UNHAS,
Photo pages 16-17: WFP/Ziauddin Safi,0,0,0,UNHAS,
En utilisant ce produit nous avons pu optimiser nos processus de production ce qui a permis d'augmenter notre capacité de production de 30 % créant ainsi un retour sur investissement immédiat,1,0,0,Synthetic,Optimisation
"From late 2020 to early 2023, Somalia faced the worst drought in its recorded history.",0,0,0,UNHAS,
About               security,0,0,1,UNHAS,
Grâce à notre solution les citoyens peuvent trouver des informations sur les programmes de soutien social et les initiatives de bénévolat dans leur communauté,0,1,0,Synthetic,Accès_à_l'information
"Since its establishment in 2012 in response to the sudden arrival of large numbers of refugees fleeing conflict in northern Mali, UNHAS is continuing to provide a link from the capital    Nouakchott to key destinations for humanitarian activities in the country, providing crucial access to hard-to-reach areas due to long distances, limited infrastructure, the absence of reliable commercial air operators, coupled with insecurity.",1,0,1,UNHAS,
En adoptant cet outil de gestion des investissements notre entreprise a pu réduire les risques liés à nos placements et améliorer notre rentabilité globale,1,0,0,Synthetic,Maitrise_de_l'investissement
Nos produits sont conçus et fabriqués en conformité avec les normes de sécurité les plus strictes afin de garantir la sécurité des utilisateurs et de respecter les obligations réglementaires en la matière,0,0,1,Synthetic,Respect_des_règles_de_sécurité
En utilisant ce produit une entreprise de vente au détail a réussi à réduire son stock excédentaire de 30% ce qui a libéré des fonds pour d'autres investissements,1,0,0,Synthetic,Dimunition_de_stock
