sentence,page,x_coord,y_coord,doc_name,embedding_index
TransWay assure également une assistance dans le domaine de la mobilité et des technologies associées,2,36.480072,236.53919999999997,CPWeflo,5414
aux transports de personnes,2,36.480072,249.9792,CPWeflo,5415
En savoir plus sur TransWay :,2,36.480072,276.3792,CPWeflo,5416
En savoir plus sur WeFlo : www.weflo.fr,2,36.480072,303.7392,CPWeflo,5417
Attachée de presse,2,36.480072,343.8192,CPWeflo,5418
- + 33 6 89 70 46 99,2,36.480072,343.8192,CPWeflo,5419
- magali@relations-presse.me,2,36.480072,343.8192,CPWeflo,5420
Another great addition to,1,28.0800768,355.04784000000006,DataSheet_QCam3_EN_20220912,5421
the well-known QCAM camera range MAIN,1,28.0800768,371.1278400000001,DataSheet_QCam3_EN_20220912,5422
5 MP single high-sensitivity CMOS,1,337.2,423.52368,DataSheet_QCam3_EN_20220912,5423
latest cutting-edge technologies (deep learning-,1,28.0800768,431.99952,DataSheet_QCam3_EN_20220912,5424
"based algorithms), the QCAM3 ANPR",1,28.0800768,445.19952,DataSheet_QCam3_EN_20220912,5425
unprecedented number plate,1,28.0800768,458.39952000000005,DataSheet_QCam3_EN_20220912,5426
recognition capabilities.,1,28.0800768,458.39952000000005,DataSheet_QCam3_EN_20220912,5427
"Additionally, Processor: NVIDIA",1,28.0800768,458.39952000000005,DataSheet_QCam3_EN_20220912,5428
its outstanding image resolution and,1,28.0800768,471.59952,DataSheet_QCam3_EN_20220912,5429
a unique set of functionalities,1,28.0800768,471.59952,DataSheet_QCam3_EN_20220912,5430
speed detection up to 250 km/h,1,337.2,479.44368,DataSheet_QCam3_EN_20220912,5431
to provide further vehicle,1,28.0800768,484.79952,DataSheet_QCam3_EN_20220912,5432
characterization makes,1,28.0800768,484.79952,DataSheet_QCam3_EN_20220912,5433
product the “best in class” within its category.,1,28.0800768,497.99952,DataSheet_QCam3_EN_20220912,5434
"Connectivity: Ethernet, Wi-Fi, 4G",1,28.0800768,497.99952,DataSheet_QCam3_EN_20220912,5435
The QCAM3 camera can operate on 2 lanes and is able to GNSS included,1,28.0800768,517.19952,DataSheet_QCam3_EN_20220912,5436
differentiate all types of vehicles (e.g.,1,28.0800768,530.3995199999999,DataSheet_QCam3_EN_20220912,5437
"cars, trucks, busses,",1,28.0800768,530.3995199999999,DataSheet_QCam3_EN_20220912,5438
"motorcycles, bicycles, trains, trailers",1,28.0800768,541.60366,DataSheet_QCam3_EN_20220912,5439
", etc.), objects and persons.",1,28.0800768,541.60366,DataSheet_QCam3_EN_20220912,5440
support arm (tilt & pan),1,28.0800768,541.60366,DataSheet_QCam3_EN_20220912,5441
"Moreover, it also integrates in option a “Make & Model",1,28.0800768,562.2436600000001,DataSheet_QCam3_EN_20220912,5442
” recognition VARI,1,28.0800768,562.2436600000001,DataSheet_QCam3_EN_20220912,5443
- 50mm with P-FOCUS,1,28.0800768,562.2436600000001,DataSheet_QCam3_EN_20220912,5444
", as well as a “vehicle color” characterization.",1,28.0800768,575.9995200000001,DataSheet_QCam3_EN_20220912,5445
Both features and P-IRIS,1,28.0800768,575.9995200000001,DataSheet_QCam3_EN_20220912,5446
in finding vehicles and closing the current gap,1,28.0800768,589.19952,DataSheet_QCam3_EN_20220912,5447
"POE, 12V DC 1.5A (20W)",1,28.0800768,597.5236600000001,DataSheet_QCam3_EN_20220912,5448
"similar product offerings, as these features, when available,",1,28.0800768,597.5236600000001,DataSheet_QCam3_EN_20220912,5449
typically require additional hardware and software.,1,28.0800768,615.83952,DataSheet_QCam3_EN_20220912,5450
The QCAM3 camera is also able to calculate an instantaneous IP67,1,28.0800768,635.03952,DataSheet_QCam3_EN_20220912,5451
protection & IK10,1,28.0800768,635.03952,DataSheet_QCam3_EN_20220912,5452
speed estimate for each vehicle travelling within its field of view.,1,28.0800768,648.2395200000001,DataSheet_QCam3_EN_20220912,5453
The whole QCAM3 camera technology is embedded in a small,1,28.0800768,667.43952,DataSheet_QCam3_EN_20220912,5454
- but well-designed,1,28.0800768,680.32366,DataSheet_QCam3_EN_20220912,5455
- housing that discretely,1,28.0800768,680.32366,DataSheet_QCam3_EN_20220912,5456
ONVIF Compatibility,1,28.0800768,680.32366,DataSheet_QCam3_EN_20220912,5457
urban environments,1,28.0800768,693.83952,DataSheet_QCam3_EN_20220912,5458
All details have been carefully thought and,1,28.0800768,693.83952,DataSheet_QCam3_EN_20220912,5459
engineered to facilitate its installation and deployment:,1,28.0800768,707.03952,DataSheet_QCam3_EN_20220912,5460
miniaturized motorization within,1,28.0800768,720.2395200000001,DataSheet_QCam3_EN_20220912,5461
the support arm allows remote,1,28.0800768,720.2395200000001,DataSheet_QCam3_EN_20220912,5462
"alignment, removing the burden of relying on an aerial lift",1,28.0800768,732.4036600000001,DataSheet_QCam3_EN_20220912,5463
Ready to use with,1,28.0800768,732.4036600000001,DataSheet_QCam3_EN_20220912,5464
final mechanical setup.,1,28.0800768,746.6395200000001,DataSheet_QCam3_EN_20220912,5465
Overall Performances,2,33.840088800000004,139.89432,DataSheet_QCam3_EN_20220912,5466
Number of monitored lanes,2,33.840088800000004,153.09432000000004,DataSheet_QCam3_EN_20220912,5467
Maximum speed of detected objects,2,33.840088800000004,166.77432,DataSheet_QCam3_EN_20220912,5468
Working distance,2,33.840088800000004,180.45432000000005,DataSheet_QCam3_EN_20220912,5469
to 40 m (day & night),2,33.840088800000004,180.45432000000005,DataSheet_QCam3_EN_20220912,5470
Vehicle detection accuracy >99%,2,33.840088800000004,193.89432,DataSheet_QCam3_EN_20220912,5471
Plate recognition accuracy >99%,2,33.840088800000004,207.57432000000009,DataSheet_QCam3_EN_20220912,5472
OCR NVIDIA 128 core-based deep learning,2,33.840088800000004,221.25432,DataSheet_QCam3_EN_20220912,5473
All vehicle types (incl.,2,292.94856,234.93432,DataSheet_QCam3_EN_20220912,5474
"cars, trucks, busses, motorcycles,",2,292.94856,234.93432,DataSheet_QCam3_EN_20220912,5475
"bicycles, trains, trailers, etc.)",2,303.59496,246.6943200000001,DataSheet_QCam3_EN_20220912,5476
", objects and persons",2,303.59496,246.6943200000001,DataSheet_QCam3_EN_20220912,5477
Vehicle color recognition,2,33.840088800000004,274.05432,DataSheet_QCam3_EN_20220912,5478
"Driver attributes: Seatbelt, phone detection,",2,33.840088800000004,314.85432000000003,DataSheet_QCam3_EN_20220912,5479
… Yes (optional),2,33.840088800000004,314.85432000000003,DataSheet_QCam3_EN_20220912,5480
Hardware & Connectivity,2,33.840088800000004,328.0543200000001,DataSheet_QCam3_EN_20220912,5481
"sensor IMX 567, Pregius Series",2,33.840088800000004,341.25432,DataSheet_QCam3_EN_20220912,5482
(ANPR & context camera),2,33.840088800000004,353.01432,DataSheet_QCam3_EN_20220912,5483
VARIFOCAL 12 mm to 50 mm,2,33.840088800000004,366.69432,DataSheet_QCam3_EN_20220912,5484
Frame rate 60 fps,2,33.840088800000004,407.49432,DataSheet_QCam3_EN_20220912,5485
Storage SSD 256 GB / 512 GB / 1 TB,2,33.840088800000004,434.85432,DataSheet_QCam3_EN_20220912,5486
"Fi, IEEE 802.11a/b/g/n/ac, 2.4 / 5 GHz Yes",2,33.840088800000004,475.89432,DataSheet_QCam3_EN_20220912,5487
"Pan & tilt remote control Yes, via motorized arm",2,33.840088800000004,503.25432,DataSheet_QCam3_EN_20220912,5488
Software & Image Processing,2,33.840088800000004,516.21432,DataSheet_QCam3_EN_20220912,5489
OS Ubuntu (Linux for Tegra),2,33.840088800000004,529.4143200000001,DataSheet_QCam3_EN_20220912,5490
Encryption AES256,2,33.840088800000004,543.0943199999999,DataSheet_QCam3_EN_20220912,5491
balance & backlight attenuation,2,33.840088800000004,556.77432,DataSheet_QCam3_EN_20220912,5492
"Video compression H264, H265, Motion JPEG, MPEG-4",2,33.840088800000004,583.65432,DataSheet_QCam3_EN_20220912,5493
"Image Compression PNG, JPEG",2,33.840088800000004,596.61432,DataSheet_QCam3_EN_20220912,5494
Synchronization Time,2,33.840088800000004,610.2943200000001,DataSheet_QCam3_EN_20220912,5495
"Communication protocols HTTP, HTTPS, MQTT, UTMC, SNMP",2,33.840088800000004,623.97432,DataSheet_QCam3_EN_20220912,5496
External & Internal I/O trigger,2,33.840088800000004,637.65432,DataSheet_QCam3_EN_20220912,5497
ONVIF compatibility Profile,2,33.840088800000004,651.33432,DataSheet_QCam3_EN_20220912,5498
"System integration M³ platform, via SDK (available upon request)",2,33.840088800000004,665.01432,DataSheet_QCam3_EN_20220912,5499
Mechanical & Conformity,2,33.840088800000004,677.97432,DataSheet_QCam3_EN_20220912,5500
Dimensions 188 x 143 x 99 mm3 (camera + fixture),2,33.840088800000004,689.72184,DataSheet_QCam3_EN_20220912,5501
"Power supply POE+, 12V DC 1.5A (20W)",2,33.840088800000004,718.53432,DataSheet_QCam3_EN_20220912,5502
Solar panel & battery autonomous power supply Available upon,2,33.840088800000004,732.21432,DataSheet_QCam3_EN_20220912,5503
IP/IK rating IP67,2,33.840088800000004,759.57432,DataSheet_QCam3_EN_20220912,5504
Operating temperature -25°C to +65°C,2,33.840088800000004,773.25432,DataSheet_QCam3_EN_20220912,5505
Operating humidity 10% to 95%,2,33.840088800000004,786.69432,DataSheet_QCam3_EN_20220912,5506
The latest addition to the well renowned MAIN,1,28.0800768,355.04784000000006,DataSheet_QCAM5_ENG_20220912,5507
QCAM camera range,1,28.0800768,371.1278400000001,DataSheet_QCAM5_ENG_20220912,5508
dual high-sensitivity CMOS,1,351.84,415.36368,DataSheet_QCAM5_ENG_20220912,5509
latest cutting-edge technologies (deep learning- (B/W & Color),1,28.0800768,430.00368,DataSheet_QCAM5_ENG_20220912,5510
"based algorithms), the QCAM5 ANPR camera delivers",1,28.0800768,443.75952,DataSheet_QCAM5_ENG_20220912,5511
unprecedented number plate,1,28.0800768,456.95952,DataSheet_QCAM5_ENG_20220912,5512
recognition capabilities.,1,28.0800768,456.95952,DataSheet_QCAM5_ENG_20220912,5513
its outstanding image resolution and a unique set of functionalities Vehicle speed detection up to 300 km/h,1,28.0800768,470.39952000000005,DataSheet_QCAM5_ENG_20220912,5514
to provide further vehicle,1,28.0800768,483.59952,DataSheet_QCAM5_ENG_20220912,5515
characterization makes,1,28.0800768,483.59952,DataSheet_QCAM5_ENG_20220912,5516
"Connectivity: Ethernet,",1,28.0800768,492.16368,DataSheet_QCAM5_ENG_20220912,5517
"Fi, 4G, 5G product the “best",1,28.0800768,492.16368,DataSheet_QCAM5_ENG_20220912,5518
in class” within,1,28.0800768,492.16368,DataSheet_QCAM5_ENG_20220912,5519
"The QCAM5 camera can operate on 1, 2, 3 or 4 lanes and is able to",1,28.0800768,512.80368,DataSheet_QCAM5_ENG_20220912,5520
differentiate all kind of vehicles (e.g.,1,28.0800768,529.19952,DataSheet_QCAM5_ENG_20220912,5521
"cars, trucks, busses, Motorized",1,28.0800768,529.19952,DataSheet_QCAM5_ENG_20220912,5522
support arm (tilt & pan),1,28.0800768,529.19952,DataSheet_QCAM5_ENG_20220912,5523
"motorcycles, bicycles, trains, trailers",1,28.0800768,542.3995199999999,DataSheet_QCAM5_ENG_20220912,5524
", etc.), objects and persons.",1,28.0800768,542.3995199999999,DataSheet_QCAM5_ENG_20220912,5525
- 50mm with P-FOCUS,1,351.84,554.32366,DataSheet_QCAM5_ENG_20220912,5526
"Moreover, it also integrates in option a “Make & Model",1,28.0800768,561.59952,DataSheet_QCAM5_ENG_20220912,5527
", as well as a “vehicle colour” characterization.",1,28.0800768,574.79952,DataSheet_QCAM5_ENG_20220912,5528
"in finding vehicles and closing the current gap in PSU: POE++, 24V DC 2.5A (35W only)",1,28.0800768,587.9995200000001,DataSheet_QCAM5_ENG_20220912,5529
"similar product offerings, as these features, when available,",1,28.0800768,601.19952,DataSheet_QCAM5_ENG_20220912,5530
3.6kg typically require additional hardware and software.,1,28.0800768,610.24366,DataSheet_QCAM5_ENG_20220912,5531
The QCAM5 camera is also able to calculate an instantaneous,1,28.0800768,630.883662,DataSheet_QCAM5_ENG_20220912,5532
IP68 protection & IK10,1,28.0800768,630.883662,DataSheet_QCAM5_ENG_20220912,5533
speed estimate for each vehicle travelling within its field of view.,1,28.0800768,646.79952,DataSheet_QCAM5_ENG_20220912,5534
The whole QCAM5 camera technology,1,28.0800768,666.2395200000001,DataSheet_QCAM5_ENG_20220912,5535
is embedded in a small,1,28.0800768,666.2395200000001,DataSheet_QCAM5_ENG_20220912,5536
ONVIF Compatibility,1,351.84,672.40366,DataSheet_QCAM5_ENG_20220912,5537
- but well-designed,1,28.0800768,679.43952,DataSheet_QCAM5_ENG_20220912,5538
- housing that discretely,1,28.0800768,679.43952,DataSheet_QCAM5_ENG_20220912,5539
urban environments,1,28.0800768,692.63952,DataSheet_QCAM5_ENG_20220912,5540
All details have been carefully thought and,1,28.0800768,692.63952,DataSheet_QCAM5_ENG_20220912,5541
engineered to facilitate its installation and deployment:,1,28.0800768,705.83952,DataSheet_QCAM5_ENG_20220912,5542
miniaturized motorization within,1,28.0800768,719.03952,DataSheet_QCAM5_ENG_20220912,5543
the support arm allows remote,1,28.0800768,719.03952,DataSheet_QCAM5_ENG_20220912,5544
"alignment, removing the burden of relying on an aerial lift",1,28.0800768,732.23952,DataSheet_QCAM5_ENG_20220912,5545
Ready to use with,1,28.0800768,732.23952,DataSheet_QCAM5_ENG_20220912,5546
final mechanical setup.,1,28.0800768,745.43952,DataSheet_QCAM5_ENG_20220912,5547
Overall Performances,2,47.520024,110.85432000000004,DataSheet_QCAM5_ENG_20220912,5548
Number of monitored lanes,2,47.520024,124.05432000000008,DataSheet_QCAM5_ENG_20220912,5549
Maximum speed of detected objects,2,47.520024,137.73432000000005,DataSheet_QCAM5_ENG_20220912,5550
Working distance,2,47.520024,151.41431999999998,DataSheet_QCAM5_ENG_20220912,5551
to 70m (day & night),2,47.520024,151.41431999999998,DataSheet_QCAM5_ENG_20220912,5552
Vehicle detection accuracy >99%,2,47.520024,165.09432000000004,DataSheet_QCAM5_ENG_20220912,5553
Plate recognition accuracy >99%,2,47.520024,178.53431999999998,DataSheet_QCAM5_ENG_20220912,5554
OCR NVIDIA 1024 core,2,47.520024,192.21432000000004,DataSheet_QCAM5_ENG_20220912,5555
based deep learning,2,47.520024,192.21432000000004,DataSheet_QCAM5_ENG_20220912,5556
All vehicle types (incl.,2,306.96864,205.89432,DataSheet_QCAM5_ENG_20220912,5557
"cars, trucks, busses, motorcycles,",2,306.96864,205.89432,DataSheet_QCAM5_ENG_20220912,5558
"bicycles, trains, trailers, etc.)",2,317.61504,217.65432,DataSheet_QCAM5_ENG_20220912,5559
", objects and persons",2,317.61504,217.65432,DataSheet_QCAM5_ENG_20220912,5560
colour recognition,2,47.520024,245.01432,DataSheet_QCAM5_ENG_20220912,5561
"Driver attributes: Seatbelt, phone detection,",2,47.520024,285.81432000000007,DataSheet_QCAM5_ENG_20220912,5562
… Yes (optional),2,47.520024,285.81432000000007,DataSheet_QCAM5_ENG_20220912,5563
Hardware & Connectivity,2,47.520024,299.01432,DataSheet_QCAM5_ENG_20220912,5564
"sensors IMX 567, Pregius Series",2,47.520024,312.21432000000004,DataSheet_QCAM5_ENG_20220912,5565
(ANPR & context camera),2,47.520024,323.97432000000003,DataSheet_QCAM5_ENG_20220912,5566
VARIFOCAL 12mm to 50mm,2,47.520024,337.65432,DataSheet_QCAM5_ENG_20220912,5567
Frame rate 60 fps,2,47.520024,378.69432,DataSheet_QCAM5_ENG_20220912,5568
Storage SSD 256 GB / 512 GB / 1 TB / 2 TB,2,47.520024,405.81432,DataSheet_QCAM5_ENG_20220912,5569
"Fi, IEEE 802.11a/b/g/n/ac, 2.4/",2,47.520024,446.85432,DataSheet_QCAM5_ENG_20220912,5570
"Pan & tilt remote control Yes, via motorized arm",2,47.520024,474.21432,DataSheet_QCAM5_ENG_20220912,5571
Software & Image Processing,2,47.520024,487.17432,DataSheet_QCAM5_ENG_20220912,5572
OS Ubuntu (Linux For Tegra),2,47.520024,500.37432,DataSheet_QCAM5_ENG_20220912,5573
Encryption AES256,2,47.520024,514.05432,DataSheet_QCAM5_ENG_20220912,5574
balance & backlight attenuation,2,47.520024,527.73432,DataSheet_QCAM5_ENG_20220912,5575
"Streaming RTSP, Color & B/W",2,47.520024,541.4143200000001,DataSheet_QCAM5_ENG_20220912,5576
Compression PNG or JPEG,2,47.520024,555.0943199999999,DataSheet_QCAM5_ENG_20220912,5577
Time NTP & GNSS synchronization,2,47.520024,568.77432,DataSheet_QCAM5_ENG_20220912,5578
Communication protocol,2,47.520024,582.21432,DataSheet_QCAM5_ENG_20220912,5579
Web server & TCP/IP,2,47.520024,582.21432,DataSheet_QCAM5_ENG_20220912,5580
External & Internal I/O trigger,2,47.520024,595.89432,DataSheet_QCAM5_ENG_20220912,5581
"Data transmission JSON, SNMP, UTMC",2,47.520024,609.5743200000001,DataSheet_QCAM5_ENG_20220912,5582
ONVIF COMPATIBILITY,2,47.520024,623.25432,DataSheet_QCAM5_ENG_20220912,5583
"System integration M³ platform, via SDK (available upon request)",2,47.520024,636.9343200000001,DataSheet_QCAM5_ENG_20220912,5584
Mechanical & Conformity,2,47.520024,650.13432,DataSheet_QCAM5_ENG_20220912,5585
Dimensions 190 x 110 x 196 mm (camera only),2,47.520024,663.33432,DataSheet_QCAM5_ENG_20220912,5586
"Power supply POE++, 24V DC 2.5A (35W only)",2,47.520024,690.45432,DataSheet_QCAM5_ENG_20220912,5587
Solar panel & battery autonomous power supply Available upon,2,47.520024,704.13432,DataSheet_QCAM5_ENG_20220912,5588
"rating IP68, IK10",2,47.520024,731.49432,DataSheet_QCAM5_ENG_20220912,5589
Operating temperature -40°C to +65°C,2,47.520024,745.17432,DataSheet_QCAM5_ENG_20220912,5590
Operating humidity 10% to 95%,2,47.520024,758.85432,DataSheet_QCAM5_ENG_20220912,5591
Another great addition to,1,28.08,354.97784,DataSheet_QCam7_EN,5592
the well-known QCAM camera,1,28.08,371.17784,DataSheet_QCam7_EN,5593
latest cutting-edge technologies (deep learning-,1,27.96,406.78084,DataSheet_QCam7_EN,5594
based algorithms),1,27.96,423.499,DataSheet_QCam7_EN,5595
", the QCAM7 ANPR camera delivers",1,27.96,423.499,DataSheet_QCam7_EN,5596
unprecedented number plate,1,27.96,436.699,DataSheet_QCam7_EN,5597
recognition capabilities.,1,27.96,436.699,DataSheet_QCam7_EN,5598
its outstanding image resolution and,1,27.96,449.899,DataSheet_QCam7_EN,5599
a unique set of functionalities,1,27.96,449.899,DataSheet_QCam7_EN,5600
to provide further vehicle,1,27.96,462.18316,DataSheet_QCam7_EN,5601
characterization makes,1,27.96,462.18316,DataSheet_QCam7_EN,5602
this 12 MP dual high,1,27.96,462.18316,DataSheet_QCam7_EN,5603
sensitivity CMOS,1,27.96,462.18316,DataSheet_QCam7_EN,5604
product the “best in class” within its category.,1,27.96,476.4189999999999,DataSheet_QCam7_EN,5605
"The QCAM7 camera can operate on 1, 2, 3 or 4 lanes and is able to Processor: NVIDIA",1,27.96,495.619,DataSheet_QCam7_EN,5606
differentiate all kind of vehicles (e.g.,1,27.96,508.819,DataSheet_QCam7_EN,5607
"cars, trucks, busses,",1,27.96,508.819,DataSheet_QCam7_EN,5608
"Vehicle speed detection from 0 to 300 km/h motorcycles, bicycles, trams, etc.), objects and persons.",1,27.96,518.22316,DataSheet_QCam7_EN,5609
"Moreover, it also integrates in option a “Make & Model” recognition Connectivity: Ethernet, Wi-Fi, 4G, 4G LTE, 5G",1,27.96,538.98316,DataSheet_QCam7_EN,5610
", as well as a “vehicle color” characterization.",1,27.96,554.4189999999999,DataSheet_QCam7_EN,5611
in finding vehicles and closing the current gap,1,27.96,567.769,DataSheet_QCam7_EN,5612
"similar product offerings, as these features, when available,",1,27.96,580.29316,DataSheet_QCam7_EN,5613
Motorized support arm (tilt & pan),1,27.96,580.29316,DataSheet_QCam7_EN,5614
typically require additional hardware and software.,1,27.96,594.169,DataSheet_QCam7_EN,5615
24V DC 2.5A (35W only),1,342.43,601.0531599999999,DataSheet_QCam7_EN,5616
The QCAM7 camera is also able to calculate an instantaneous,1,27.96,613.3689999999999,DataSheet_QCam7_EN,5617
speed estimate for each vehicle travelling within its field of view.,1,27.96,621.6931599999999,DataSheet_QCam7_EN,5618
The whole QCAM7 camera technology is embedded in a small,1,27.96,642.3331599999999,DataSheet_QCam7_EN,5619
- but well-designed,1,27.96,659.0889999999999,DataSheet_QCam7_EN,5620
- housing that discretely blends into IP67,1,27.96,659.0889999999999,DataSheet_QCam7_EN,5621
protection & IK10,1,27.96,659.0889999999999,DataSheet_QCam7_EN,5622
urban environments,1,27.96,672.289,DataSheet_QCam7_EN,5623
All details have been carefully thought and,1,27.96,672.289,DataSheet_QCam7_EN,5624
engineered to facilitate its installation and deployment:,1,27.96,683.73316,DataSheet_QCam7_EN,5625
miniaturized motorization within,1,27.96,698.689,DataSheet_QCam7_EN,5626
the support arm allows remote,1,27.96,698.689,DataSheet_QCam7_EN,5627
ONVIF Compatibility,1,342.43,704.49316,DataSheet_QCam7_EN,5628
"alignment, removing the burden of relying on an aerial lift",1,27.96,711.8889999999999,DataSheet_QCam7_EN,5629
final mechanical setup.,1,27.96,725.1089999999999,DataSheet_QCam7_EN,5630
Ready to use with,1,341.95,741.95316,DataSheet_QCam7_EN,5631
Overall Performances,2,33.48,123.64483999999992,DataSheet_QCam7_EN,5632
Number of monitored lanes 1 – 2 – 3 – 4,2,33.48,136.84483999999998,DataSheet_QCam7_EN,5633
Maximum speed of detected objects,2,33.48,150.52483999999993,DataSheet_QCam7_EN,5634
Working distance,2,33.48,164.08484,DataSheet_QCam7_EN,5635
"to 50 m (day), up to 30 m (night)",2,33.48,164.08484,DataSheet_QCam7_EN,5636
Vehicle detection accuracy 99%,2,33.48,177.76483999999994,DataSheet_QCam7_EN,5637
Plate recognition accuracy >95%,2,33.48,191.44483999999989,DataSheet_QCam7_EN,5638
OCR NVIDIA 256-core-based deep learning,2,33.48,205.12483999999995,DataSheet_QCam7_EN,5639
All kind of vehicles (incl.,2,288.55,218.6848399999999,DataSheet_QCam7_EN,5640
"cars, trucks, busses, motorcycles,",2,288.55,218.6848399999999,DataSheet_QCam7_EN,5641
"bicycles, trams, etc.)",2,316.87,230.44483999999989,DataSheet_QCam7_EN,5642
", objects and persons",2,316.87,230.44483999999989,DataSheet_QCam7_EN,5643
Vehicle color recognition,2,33.48,257.83484,DataSheet_QCam7_EN,5644
Hardware & Connectivity,2,33.48,298.2748399999999,DataSheet_QCam7_EN,5645
"2 Sony CMOS sensors, Pregius Series",2,33.48,311.47484,DataSheet_QCam7_EN,5646
(ANPR & context camera),2,33.48,323.11484,DataSheet_QCam7_EN,5647
Predetermined Focal lengths 8 mm / 12 mm / 16 mm / 25 mm / 35 mm,2,33.48,336.79484,DataSheet_QCam7_EN,5648
Frame rate 25 fps,2,33.48,350.4748399999999,DataSheet_QCam7_EN,5649
Illuminator 88 wide,2,33.48,364.1548399999999,DataSheet_QCam7_EN,5650
Storage SSD 256 GB / 512 GB / 1 TB,2,33.48,377.7148399999999,DataSheet_QCam7_EN,5651
3G / 4G / 4G LTE / 5G,2,33.48,405.0948399999999,DataSheet_QCam7_EN,5652
"Fi, IEEE 802.11a/b/g/n/ac, 2.4 / 5 GHz Yes",2,33.48,418.7748399999999,DataSheet_QCam7_EN,5653
"Bluetooth, v4.1, max.",2,33.48,446.01484,DataSheet_QCam7_EN,5654
"Pan & tilt remote control Yes, via motorized arm",2,33.48,459.69484,DataSheet_QCam7_EN,5655
77 GHZ Yes (optional),2,33.48,473.37484,DataSheet_QCam7_EN,5656
Software & Image Processing,2,33.48,486.45483999999993,DataSheet_QCam7_EN,5657
OS Ubuntu (Linux For Tegra),2,33.48,499.6548399999999,DataSheet_QCam7_EN,5658
Encryption AES256,2,33.48,513.33484,DataSheet_QCam7_EN,5659
balance & backlight attenuation,2,33.48,526.8948399999999,DataSheet_QCam7_EN,5660
Offset from the furthest lane,2,33.48,540.57484,DataSheet_QCam7_EN,5661
"Streaming via RTSP , Color video",2,33.48,554.25484,DataSheet_QCam7_EN,5662
Compression PNG or JPEG,2,33.48,567.9648399999999,DataSheet_QCam7_EN,5663
Communication protocol,2,33.48,595.20484,DataSheet_QCam7_EN,5664
Web server & TCP/IP,2,33.48,595.20484,DataSheet_QCam7_EN,5665
"Data transmission JSON, SNMP, UTMC",2,33.48,608.8848399999999,DataSheet_QCam7_EN,5666
ONVIF COMPATIBILITY,2,33.48,622.56484,DataSheet_QCam7_EN,5667
M³ platform and other systems via SDK ( available upon,2,292.51,636.12484,DataSheet_QCam7_EN,5668
System integration,2,33.48,642.00484,DataSheet_QCam7_EN,5669
Mechanical & Conformity,2,33.48,661.08484,DataSheet_QCam7_EN,5670
Dimensions 190 x 110 x 196 mm3 (camera only),2,33.48,672.90184,DataSheet_QCam7_EN,5671
"Power supply 24V DC, 2.5A (electrical starting peak), 35 W",2,33.48,701.5248399999999,DataSheet_QCam7_EN,5672
Autonomous power supply thanks,2,33.48,715.20484,DataSheet_QCam7_EN,5673
solar panel & battery,2,33.48,726.98484,DataSheet_QCam7_EN,5674
IP/IK rating IP67,2,33.48,754.22484,DataSheet_QCam7_EN,5675
Operating temperature -25°C to +70°C,2,33.48,767.9048399999999,DataSheet_QCam7_EN,5676
Operating humidity 10% to 95%,2,33.48,781.58484,DataSheet_QCam7_EN,5677
Environmental Quality Sensor,1,29.28,233.42,Datasheet_QSense-Air,5678
"Our highly reliable air quality, rain and noise sensor",1,27.84,276.65,Datasheet_QSense-Air,5679
enables you to better understand your environment,1,27.84,289.97,Datasheet_QSense-Air,5680
Poor air quality and noise are the most serious environmental,1,28.08,353.42,Datasheet_QSense-Air,5681
globally and the primary driving force for,1,28.08,365.6599999999999,Datasheet_QSense-Air,5682
environmental quality monitoring.,1,28.08,377.92,Datasheet_QSense-Air,5683
Macq provides with its sensor QSense,1,28.08,396.04,Datasheet_QSense-Air,5684
latest technology,1,28.08,396.04,Datasheet_QSense-Air,5685
for environmental quality monitoring.,1,28.08,408.2799999999999,Datasheet_QSense-Air,5686
It measures accurately,1,28.08,408.2799999999999,Datasheet_QSense-Air,5687
"most important gaseous pollutants (NO , O , VOC, CO, CO SO 2 3 2, 2,",1,28.08,420.5199999999999,Datasheet_QSense-Air,5688
", particulate matter (PM ), weather parameters MAIN TECHNICAL 2 3 1 / 2.5 / 10",1,28.08,431.02,Datasheet_QSense-Air,5689
"relevant to monitor, estimate, and forecast air quality (air CHARACTERISTICS",1,28.08,444.88,Datasheet_QSense-Air,5690
"pressure, temperature, humidity, rain), as well as the",1,28.08,457.12,Datasheet_QSense-Air,5691
surrounding noise.,1,28.08,469.36,Datasheet_QSense-Air,5692
Showing the real,1,28.08,469.36,Datasheet_QSense-Air,5693
time exposure thanks,1,28.08,469.36,Datasheet_QSense-Air,5694
High sensitivity sensors measuring:,1,28.08,477.88,Datasheet_QSense-Air,5695
"NO , O , collected data enables you to better understand your 2 3",1,28.08,477.88,Datasheet_QSense-Air,5696
", CO, CO , SO H S, NH PM , noise, environment, identify pollution and/or noise hotspots and trends 2 2, 2 3, 1 / 2.5 / 10",1,28.08,490.12,Datasheet_QSense-Air,5697
", humidity, temperature & rain at a localized level, such as busy road junctions, and thus improve",1,28.08,502.36,Datasheet_QSense-Air,5698
your environmental decision making.,1,28.08,518.1999999999999,Datasheet_QSense-Air,5699
"Connectivity: Ethernet, optical fiber (optional),",1,28.08,518.1999999999999,Datasheet_QSense-Air,5700
", 4G LTE, 5G (pre-orderable)",1,28.08,532.8699999999999,Datasheet_QSense-Air,5701
The data is available locally via Ethernet or is sent wirelessly,1,28.08,532.8699999999999,Datasheet_QSense-Air,5702
The dual GPRS & 4G,1,28.08,548.5899999999999,Datasheet_QSense-Air,5703
